condition_id,model_tag,method,k,seed,example_id,nlq,va,em,ex,ts,source_json
qwen_base_k3,qwen,base,3,47,79,Which customers in UK have credit limits above 100000?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,80,List orders and totals for customers in UK.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,81,List customers in UK.,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,82,How many orders from customers in Spain have status 'Shipped'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,83,How many orders from customers in Spain have status 'Cancelled'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,84,How many orders from customers in Spain have status 'On Hold'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,85,How many orders from customers in Spain have status 'Disputed'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,86,How many orders from customers in Spain have status 'In Process'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,87,How many orders from customers in Spain have status 'Resolved'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,88,Which customers in Spain have credit limits above 50000?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,89,Which customers in Spain have credit limits above 100000?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,90,List orders and totals for customers in Spain.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,91,List customers in Spain.,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,92,How many orders from customers in Australia have status 'Shipped'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,93,How many orders from customers in Australia have status 'Cancelled'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,94,How many orders from customers in Australia have status 'On Hold'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,95,How many orders from customers in Australia have status 'Disputed'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,96,How many orders from customers in Australia have status 'In Process'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,97,How many orders from customers in Australia have status 'Resolved'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,98,Which customers in Australia have credit limits above 50000?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,99,Which customers in Australia have credit limits above 100000?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,100,List orders and totals for customers in Australia.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,101,List customers in Australia.,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,102,How many orders from customers in Canada have status 'Shipped'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,103,How many orders from customers in Canada have status 'Cancelled'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,104,How many orders from customers in Canada have status 'On Hold'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,105,How many orders from customers in Canada have status 'Disputed'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,106,How many orders from customers in Canada have status 'In Process'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,107,How many orders from customers in Canada have status 'Resolved'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,108,Which customers in Canada have credit limits above 50000?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,109,Which customers in Canada have credit limits above 100000?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,110,List orders and totals for customers in Canada.,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,111,List customers in Canada.,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,112,How many orders from customers in Japan have status 'Shipped'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,113,How many orders from customers in Japan have status 'Cancelled'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,114,How many orders from customers in Japan have status 'On Hold'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,115,How many orders from customers in Japan have status 'Disputed'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,116,How many orders from customers in Japan have status 'In Process'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,117,How many orders from customers in Japan have status 'Resolved'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,118,Which customers in Japan have credit limits above 50000?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,119,Which customers in Japan have credit limits above 100000?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,120,List orders and totals for customers in Japan.,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,121,List customers in Japan.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,122,How many orders from customers in Italy have status 'Shipped'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,123,How many orders from customers in Italy have status 'Cancelled'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,124,How many orders from customers in Italy have status 'On Hold'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,125,How many orders from customers in Italy have status 'Disputed'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,126,How many orders from customers in Italy have status 'In Process'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,127,How many orders from customers in Italy have status 'Resolved'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,128,Which customers in Italy have credit limits above 50000?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,129,Which customers in Italy have credit limits above 100000?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,130,List orders and totals for customers in Italy.,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,131,List customers in Italy.,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,132,How many orders from customers in Norway have status 'Shipped'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,133,How many orders from customers in Norway have status 'Cancelled'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,134,How many orders from customers in Norway have status 'On Hold'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,135,How many orders from customers in Norway have status 'Disputed'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,136,How many orders from customers in Norway have status 'In Process'?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,137,How many orders from customers in Norway have status 'Resolved'?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,138,Which customers in Norway have credit limits above 50000?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,139,Which customers in Norway have credit limits above 100000?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,140,List orders and totals for customers in Norway.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,141,List customers in Norway.,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,142,What is the average order total for orders with status Shipped?,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,143,What is the average order total for orders with status Cancelled?,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,144,What is the average order total for orders with status On Hold?,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,145,What is the average order total for orders with status Disputed?,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,146,What is the average order total for orders with status In Process?,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,147,What is the average order total for orders with status Resolved?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,148,List payments made after 2003 that are over 5000.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,149,What is the average payment amount in 2003?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,150,Find orders placed between 2003 and 2003.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,151,Which customers have no payments after 2003?,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,152,List payments made after 2004 that are over 5000.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,153,What is the average payment amount in 2004?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,154,Find orders placed between 2004 and 2004.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,155,Which customers have no payments after 2004?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,156,List payments made after 2005 that are over 5000.,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,157,What is the average payment amount in 2005?,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,158,Find orders placed between 2005 and 2005.,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,159,Which customers have no payments after 2005?,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,160,Show the top 5 products by sales amount in the Classic Cars line ordered.,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,161,Show the top 5 products by sales amount in the Vintage Cars line ordered.,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,162,Show the top 5 products by sales amount in the Motorcycles line ordered.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,163,Show the top 5 products by sales amount in the Trains line ordered.,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,164,Show the top 5 products by sales amount in the Planes line ordered.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,165,Show the top 5 products by sales amount in the Ships line ordered.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,166,Show the top 5 products by sales amount in the Trucks and Buses line ordered.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,167,Show the top 10 products by sales amount ordered.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,168,List products supplied by Min Lin Diecast.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,169,List products supplied by Autoart Studio Design.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,170,List products supplied by Highway 66 Mini Classics.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,171,List products supplied by Red Start Diecast.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,172,List products supplied by Classic Metal Creations.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,173,How many employees work in each office?,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,174,Show 5 orders with the highest number of line items.,True,False,False,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,175,Show 10 orders with the highest number of line items.,True,False,True,0.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,176,Find orders where the customer has never made a payment.,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,177,Count Shipped orders for USA with totals over 50000.,False,False,False,,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,178,Count Cancelled orders for France with totals over 50000.,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,179,Count On Hold orders for Germany with totals over 50000.,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,180,Count Disputed orders for UK with totals over 50000.,False,False,False,,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,181,Count In Process orders for Spain with totals over 50000.,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,182,Count Resolved orders for Australia with totals over 50000.,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,183,Count Shipped orders for Canada with totals over 50000.,False,False,False,,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,184,Count Cancelled orders for Japan with totals over 50000.,False,False,False,,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,185,Count On Hold orders for Italy with totals over 50000.,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,186,Count Disputed orders for Norway with totals over 50000.,False,False,False,,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,187,Count In Process orders for USA with totals over 50000.,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,188,Count Resolved orders for France with totals over 50000.,False,False,False,,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,189,Count Shipped orders for Germany with totals over 50000.,False,False,False,,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,190,Count Cancelled orders for UK with totals over 50000.,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,191,Count On Hold orders for Spain with totals over 50000.,False,False,False,,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,192,Count Disputed orders for Australia with totals over 50000.,False,False,False,,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,193,Count In Process orders for Canada with totals over 50000.,False,False,False,,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,194,Count Resolved orders for Japan with totals over 50000.,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,195,Count Shipped orders for Italy with totals over 50000.,False,False,False,,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,196,Count Cancelled orders for Norway with totals over 50000.,False,False,False,,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,197,Count On Hold orders for USA with totals over 50000.,True,True,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,198,Count Disputed orders for France with totals over 50000.,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_base_k3,qwen,base,3,47,199,Count In Process orders for Germany with totals over 50000.,True,False,True,1.0,qwen_base_k3_seed47.json
qwen_qlora_k0,qwen,qlora,0,7,0,List all product lines.,True,True,True,,qwen_qlora_k0_seed7.json
qwen_qlora_k0,qwen,qlora,0,7,1,"Show product names, codes, and MSRPs.",True,True,True,,qwen_qlora_k0_seed7.json
qwen_qlora_k0,qwen,qlora,0,7,2,Which customers are in the USA?,True,False,False,,qwen_qlora_k0_seed7.json
qwen_qlora_k0,qwen,qlora,0,7,3,Count employees in the San Francisco office.,True,False,True,,qwen_qlora_k0_seed7.json
